SourceTable,Year,RowLabel,Metric,Value,SourceFile
cps_table1,1948,All,Civilian labor force Employed Agriculture,7629.0,cps_table1_2018_2024_long.csv
cps_table1,1949,All,Civilian labor force Employed Agriculture,7658.0,cps_table1_2018_2024_long.csv
cps_table1,1949,All,Civilian labor force Employed Agriculture,7658.0,cps_table1_2018_2024_long.csv
cps_table1,1950,All,Civilian labor force Employed Agriculture,7160.0,cps_table1_2018_2024_long.csv
cps_table1,1950,All,Civilian labor force Employed Agriculture,7160.0,cps_table1_2018_2024_long.csv
cps_table1,1950,All,Civilian labor force Employed Agriculture,7160.0,cps_table1_2018_2024_long.csv
cps_table1,1951,All,Civilian labor force Employed Agriculture,6726.0,cps_table1_2018_2024_long.csv
cps_table1,1951,All,Civilian labor force Employed Agriculture,6726.0,cps_table1_2018_2024_long.csv
cps_table1,1951,All,Civilian labor force Employed Agriculture,6726.0,cps_table1_2018_2024_long.csv
cps_table1,1951,All,Civilian labor force Employed Agriculture,6726.0,cps_table1_2018_2024_long.csv
cps_table1,1952,All,Civilian labor force Employed Agriculture,6500.0,cps_table1_2018_2024_long.csv
cps_table1,1952,All,Civilian labor force Employed Agriculture,6500.0,cps_table1_2018_2024_long.csv
cps_table1,1952,All,Civilian labor force Employed Agriculture,6500.0,cps_table1_2018_2024_long.csv
cps_table1,1952,All,Civilian labor force Employed Agriculture,6500.0,cps_table1_2018_2024_long.csv
cps_table1,1952,All,Civilian labor force Employed Agriculture,6500.0,cps_table1_2018_2024_long.csv
cps_table1,1953,All,Civilian labor force Employed Agriculture,6260.0,cps_table1_2018_2024_long.csv
cps_table1,1953,All,Civilian labor force Employed Agriculture,6260.0,cps_table1_2018_2024_long.csv
cps_table1,1953,All,Civilian labor force Employed Agriculture,6260.0,cps_table1_2018_2024_long.csv
cps_table1,1953,All,Civilian labor force Employed Agriculture,6260.0,cps_table1_2018_2024_long.csv
cps_table1,1953,All,Civilian labor force Employed Agriculture,6260.0,cps_table1_2018_2024_long.csv
cps_table1,1953,All,Civilian labor force Employed Agriculture,6260.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1954,All,Civilian labor force Employed Agriculture,6205.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1955,All,Civilian labor force Employed Agriculture,6450.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1956,All,Civilian labor force Employed Agriculture,6283.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1957,All,Civilian labor force Employed Agriculture,5947.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1958,All,Civilian labor force Employed Agriculture,5586.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1959,All,Civilian labor force Employed Agriculture,5565.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1960,All,Civilian labor force Employed Agriculture,5458.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1961,All,Civilian labor force Employed Agriculture,5200.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1962,All,Civilian labor force Employed Agriculture,4944.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1963,All,Civilian labor force Employed Agriculture,4687.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1964,All,Civilian labor force Employed Agriculture,4523.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1965,All,Civilian labor force Employed Agriculture,4361.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1966,All,Civilian labor force Employed Agriculture,3979.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1967,All,Civilian labor force Employed Agriculture,3844.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1968,All,Civilian labor force Employed Agriculture,3817.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1969,All,Civilian labor force Employed Agriculture,3606.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1970,All,Civilian labor force Employed Agriculture,3463.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1971,All,Civilian labor force Employed Agriculture,3394.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1972,All,Civilian labor force Employed Agriculture,3484.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1973,All,Civilian labor force Employed Agriculture,3470.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1974,All,Civilian labor force Employed Agriculture,3515.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1975,All,Civilian labor force Employed Agriculture,3408.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1976,All,Civilian labor force Employed Agriculture,3331.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1977,All,Civilian labor force Employed Agriculture,3283.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1978,All,Civilian labor force Employed Agriculture,3387.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1979,All,Civilian labor force Employed Agriculture,3347.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1980,All,Civilian labor force Employed Agriculture,3364.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1981,All,Civilian labor force Employed Agriculture,3368.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1982,All,Civilian labor force Employed Agriculture,3401.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1983,All,Civilian labor force Employed Agriculture,3383.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1984,All,Civilian labor force Employed Agriculture,3321.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1985,All,Civilian labor force Employed Agriculture,3179.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1986,All,Civilian labor force Employed Agriculture,3163.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1987,All,Civilian labor force Employed Agriculture,3208.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1988,All,Civilian labor force Employed Agriculture,3169.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1989,All,Civilian labor force Employed Agriculture,3199.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1990,All,Civilian labor force Employed Agriculture,3223.0,cps_table1_2018_2024_long.csv
cps_table1,1991,All,Civilian labor force Employed Agriculture,3269.0,cps_table1_2018_2024_long.csv
cps_table1,1991,All,Civilian labor force Employed Agriculture,3269.0,cps_table1_2018_2024_long.csv
cps_table1,1991,All,Civilian labor force Employed Agriculture,3269.0,cps_table1_2018_2024_long.csv
cps_table1,1991,All,Civilian labor force Employed Agriculture,3269.0,cps_table1_2018_2024_long.csv
cps_table1,1991,All,Civilian labor force Employed Agriculture,3269.0,cps_table1_2018_2024_long.csv
